run,image_index,dice,iou,sensitivity,specificity,precision,accuracy,hd95,assd,boundary_f1
ablation_no_kl,0,0.6413793103448275,0.4720812182741117,1.0,0.9182604139376473,0.4720812182741117,0.923828125,8.508770322670154,4.09681392661218,0.32600992204110557
ablation_no_kl,1,0.8306451612903226,0.7103448275862069,1.0,0.9784061696658097,0.7103448275862069,0.9794921875,3.6252737116907885,1.4615500077079366,0.8011022044088176
ablation_no_kl,2,0.5893129770992367,0.41774891774891776,1.0,0.9310786574429926,0.41774891774891776,0.934326171875,8.94427190999916,3.846200582773571,0.17670682730923692
ablation_no_kl,3,0.8948879954049397,0.8097713097713097,0.8733183856502242,0.9781523096129837,0.917550058892815,0.955322265625,9.848857801796104,2.220663253766039,0.7932313919496289
ablation_no_kl,4,0.784841075794621,0.6458752515090543,0.6591375770020534,0.9935938500960922,0.9697885196374623,0.9140625,7.0,3.1050259858836,0.3316582914572864
ablation_no_kl,5,0.7656135194709772,0.6202380952380953,0.7136986301369863,0.9673202614379085,0.8256735340729001,0.922119140625,7.211102550927978,3.117752181832166,0.4224082421120412
ablation_no_kl,6,0.835027365129007,0.7167785234899329,0.7375690607734806,0.9937722419928826,0.9621621621621622,0.948486328125,8.963776741499453,2.277330155960722,0.5979381443298969
ablation_no_kl,7,0.5610278372591007,0.3898809523809524,0.7705882352941177,0.9116080937167199,0.44107744107744107,0.89990234375,10.138627319029895,4.813871806514157,0.2448979591836735
ablation_no_kl,8,0.845905867182463,0.7329608938547486,0.8770053475935828,0.9560931899641577,0.8169364881693649,0.941650390625,4.242640687119285,2.1984921950781966,0.5109929934766853
ablation_no_kl,9,0.8018575851393189,0.6692506459948321,0.9217081850533808,0.9722149410222805,0.7095890410958904,0.96875,4.0,1.7196789061221534,0.6642066420664207
ablation_no_kl,10,0.8074074074074075,0.6770186335403726,0.9819819819819819,0.9452354874041621,0.6855345911949685,0.94921875,5.0,2.3038387085111522,0.5369660848588053
ablation_no_kl,11,0.8441158348736907,0.7302771855010661,0.7478165938864629,0.9930817610062893,0.9688826025459689,0.938232421875,5.656854249492381,2.0305720110967016,0.6483126110124334
ablation_no_kl,12,0.8825688073394495,0.7898193760262726,0.8300258843830889,0.9799114742934968,0.9422135161606269,0.9375,8.25816475738548,1.9298918009560746,0.7872349803852426
ablation_no_kl,13,0.927710843373494,0.8651685393258427,0.9655172413793104,0.9646384198789424,0.8927536231884058,0.96484375,5.242092160363644,1.3743050405200012,0.8436018957345972
ablation_no_kl,14,0.5905441570026762,0.4189873417721519,0.6713995943204868,0.9175686927560366,0.5270700636942676,0.887939453125,8.644070786487937,4.3498113058223336,0.289350301406564
ablation_no_kl,15,0.7897623400365631,0.6525679758308157,0.7543655413271245,0.9586036453506332,0.8286445012787724,0.915771484375,8.48528137423857,3.0592606387630217,0.4717948717948718
ablation_no_kl,16,0.8241206030150754,0.7008547008547008,0.9820359281437125,0.9829473148383813,0.70995670995671,0.98291015625,3.4504055101105218,1.3868224272013483,0.7392369618480925
ablation_no_kl,17,0.9732283464566929,0.9478527607361963,0.9819915254237288,0.9892131979695431,0.9646201873048907,0.987548828125,1.0,0.47296706555999307,1.0
ablation_no_kl,18,0.7881619937694704,0.6503856041131105,0.98828125,0.9653645833333333,0.655440414507772,0.966796875,5.0,2.0081853340751805,0.5885129819040126
ablation_no_kl,19,0.8686868686868687,0.7678571428571429,0.9942196531791907,0.9728,0.7713004484304933,0.974609375,3.605551275463989,1.401714306475055,0.7781273408239701
ablation_no_kl,20,0.7674418604651163,0.6226415094339622,0.9777777777777777,0.93741533459767,0.631578947368421,0.94140625,9.758399212616414,2.8064936086351273,0.5325826882477129
ablation_no_kl,21,0.7944111776447106,0.6589403973509934,0.9342723004694836,0.9770795776461498,0.6909722222222222,0.974853515625,3.605551275463989,1.6557571510282973,0.6902985074626865
ablation_no_kl,22,0.7103030303030303,0.5507518796992481,0.5848303393213573,0.9799612152553329,0.904320987654321,0.88330078125,8.54400374531753,3.939842668126929,0.356943386646357
ablation_no_kl,23,0.9330841121495327,0.8745620182200421,0.9102844638949672,0.9794495412844036,0.9570552147239264,0.956298828125,4.123105625617661,1.2086550726381688,0.8518602761982128
ablation_no_kl,24,0.9109677419354839,0.8364928909952607,0.9289473684210526,0.988697524219591,0.8936708860759494,0.983154296875,2.0,0.9185760959761998,0.9852941176470589
ablation_no_kl,25,0.43293347873500543,0.2762700069589422,0.32381729200652526,0.9264808362369338,0.6529605263157895,0.74609375,21.73901105867409,8.636267916232542,0.190951821386604
ablation_no_kl,26,0.8922852983988355,0.8055190538764783,0.9054652880354506,0.9754314126937701,0.8794835007173601,0.9638671875,4.0,1.363907817276624,0.766149297856615
ablation_no_kl,27,0.8074041427941825,0.6770140428677014,0.6882043576258452,0.9920433996383363,0.976545842217484,0.893310546875,6.708203932499369,3.3239525961860727,0.3502135448444173
ablation_no_kl,28,0.8458953432549208,0.7329450915141431,0.8611925708699902,0.941750732183534,0.8311320754716981,0.921630859375,7.531857301718061,2.6135897780194224,0.5478260869565217
ablation_no_kl,29,0.8378223495702005,0.7209072978303748,0.91375,0.9350728155339806,0.7735449735449735,0.930908203125,5.0,2.3532689089207723,0.5241330627371393
ablation_no_kl,30,0.7439851943244911,0.5923379174852652,0.826027397260274,0.9144385026737968,0.6767676767676768,0.898681640625,8.06225774829855,3.4901865706585085,0.3288002417648837
ablation_no_kl,31,0.481592039800995,0.31716906946264745,0.49691991786447637,0.9235245220282626,0.4671814671814672,0.872802734375,11.202481323848192,5.646612695037144,0.1820546163849155
ablation_no_kl,32,0.8379446640316206,0.7210884353741497,0.7329299913569577,0.9935352160598843,0.9780853517877739,0.919921875,5.385164807134504,2.528633785125828,0.4886073866907955
ablation_no_kl,33,0.9047013977128335,0.8259860788863109,0.9902642559109874,0.9576547231270358,0.8327485380116959,0.96337890625,2.0,1.4351977614028004,0.956071360061385
ablation_no_kl,34,0.6851485148514852,0.5210843373493976,1.0,0.9152,0.5210843373493976,0.92236328125,6.708203932499369,3.7445703932692536,0.2054794520547945
ablation_no_kl,35,0.3799654576856649,0.2345415778251599,0.6214689265536724,0.8439337252805986,0.2736318407960199,0.82470703125,20.099689437998485,6.760441556577064,0.2594594594594594
ablation_no_kl,36,0.7334851936218679,0.579136690647482,0.9969040247678018,0.9382454280413464,0.5801801801801801,0.94287109375,8.54400374531753,3.0187698381325516,0.4672566371681416
ablation_no_kl,37,0.6140684410646388,0.4430727023319616,0.8455497382198953,0.9065697361335487,0.48208955223880595,0.90087890625,11.40175425099138,4.7569627261525556,0.3374272786037492
ablation_no_kl,38,0.770345596432553,0.6264732547597461,0.7746636771300448,0.9341448189762797,0.7660753880266076,0.8994140625,7.2628580546923835,3.444171740128075,0.4027128157156221
ablation_no_kl,39,0.9394890183774093,0.885883347421809,0.9357142857142857,0.9788306451612904,0.9432943294329433,0.967041015625,3.1622776601683795,1.0337892681331333,0.8672566371681416
ablation_no_kl,40,0.8521594684385382,0.7424023154848046,0.868020304568528,0.9714693295292439,0.8368678629690048,0.95654296875,12.047812288012636,2.2080875355237577,0.7575757575757577
ablation_no_kl,41,0.7590618336886994,0.6116838487972509,1.0,0.9711587544665645,0.6116838487972509,0.972412109375,4.123105625617661,2.1495304278651677,0.629994209612044
ablation_no_kl,42,0.6892109500805152,0.5257985257985258,0.7867647058823529,0.8765243902439024,0.6131805157593123,0.858642578125,12.041594578792296,4.963538362264872,0.2626262626262626
ablation_no_kl,43,0.654054054054054,0.4859437751004016,0.5975308641975309,0.9433962264150944,0.7223880597014926,0.875,12.09736329560416,4.749273682378471,0.2742409402546523
ablation_no_kl,44,0.8549810844892812,0.7466960352422908,0.8007874015748031,0.967445152158528,0.9170423805229937,0.915771484375,5.0,2.4709067239805056,0.4691358024691358
ablation_no_kl,45,0.43333333333333335,0.2765957446808511,1.0,0.8692642912073827,0.2765957446808511,0.87548828125,14.338697870992274,6.329915668361543,0.06575342465753424
ablation_no_kl,46,0.8760611205432938,0.7794561933534743,0.8037383177570093,0.99042451324609,0.9626865671641791,0.946533203125,4.604101966249685,1.8827872460915949,0.6271453444987979
ablation_no_kl,47,0.876993166287016,0.7809330628803245,1.0,0.9708973322554567,0.7809330628803245,0.9736328125,2.23606797749979,1.3188125949006562,0.9433505664943351
ablation_no_kl,48,0.6675409836065573,0.5009842519685039,0.5157041540020263,0.9906722418784175,0.9460966542750929,0.876220703125,15.16208234820947,4.37378610400385,0.526281844566269
ablation_no_kl,49,0.9169611307420494,0.8466557911908646,0.8834042553191489,0.9825402259500171,0.953168044077135,0.9541015625,4.061552812808831,1.4294408396441534,0.8315661237197131
ablation_no_kl,50,0.8329519450800915,0.7137254901960784,0.8708133971291866,0.943558282208589,0.7982456140350878,0.9287109375,8.470628338376427,2.656469255970768,0.49819141656075866
ablation_no_kl,51,0.902615470228158,0.8225152129817445,0.8921892189218922,0.9758393473486037,0.9132882882882883,0.957275390625,3.605551275463989,1.3110675288947093,0.8020924149956408
ablation_no_kl,52,0.500351370344343,0.3336457357075914,0.6334519572953736,0.8571024335031127,0.413472706155633,0.826416015625,16.72916005799572,6.767449384094663,0.18601823708206688
ablation_no_kl,53,0.7243066884176182,0.5677749360613811,0.896969696969697,0.9202999166898084,0.6073871409028728,0.91748046875,8.94427190999916,3.0971777890859564,0.5174501816580426
ablation_no_kl,54,0.8721374045801527,0.7732656514382402,0.892578125,0.9779575892857143,0.8526119402985075,0.96728515625,3.1622776601683795,1.3843299798445765,0.8050811089176894
ablation_no_kl,55,0.6210045662100456,0.4503311258278146,0.9855072463768116,0.9141361256544502,0.4533333333333333,0.9189453125,11.553227080855503,4.3220675509535,0.21955044432828016
ablation_no_kl,56,0.6830122591943958,0.5186170212765957,0.9653465346534653,0.905742145178765,0.5284552845528455,0.91162109375,8.523450915439895,3.966878857992671,0.2928972418843056
ablation_no_kl,57,0.9004424778761062,0.8189134808853119,0.9465116279069767,0.9817239498090562,0.8586497890295358,0.97802734375,2.23606797749979,1.1114611242882337,0.9218292408200046
ablation_no_kl,58,0.7606318347509113,0.6137254901960785,0.705749718151071,0.9585540666874416,0.8247694334650857,0.90380859375,7.238705486268993,3.2228238187899287,0.3517474633596393
ablation_no_kl,59,0.6817248459958932,0.5171339563862928,0.7632183908045977,0.9434580715651462,0.6159554730983302,0.92431640625,9.203128525377341,3.718446571781459,0.2312925170068027
ablation_no_kl,60,0.9488847583643123,0.9027409372236959,0.9453703703703704,0.9830901856763926,0.9524253731343284,0.97314453125,3.605551275463989,0.9325588529379263,0.908256880733945
ablation_no_kl,61,0.8234146341463414,0.6998341625207297,0.7263339070567987,0.9850034083162917,0.9504504504504504,0.91162109375,10.069313659514949,2.954893686488,0.5467763841176001
ablation_no_kl,62,0.33059360730593607,0.19803063457330417,1.0,0.8127713920817369,0.19803063457330417,0.821044921875,20.024984394500787,9.373580888127487,0.10344827586206898
ablation_no_kl,63,0.96,0.9230769230769231,0.9619238476953907,0.986442866365397,0.9580838323353293,0.98046875,2.0,0.7233182617585865,0.9701423977951308
ablation_no_kl,64,0.639018691588785,0.4695278969957081,0.5060129509713228,0.972139303482587,0.866877971473851,0.84912109375,13.028803607803974,5.110061611872198,0.26036211282358224
ablation_no_kl,65,0.9147202607278653,0.8428428428428428,0.8609406952965235,0.9932649134060295,0.9756662804171495,0.961669921875,5.069313659514948,1.3210254045277123,0.8641762038436621
ablation_no_kl,66,0.787321063394683,0.6492411467116358,0.7142857142857143,0.9642147117296223,0.876993166287016,0.8984375,8.48528137423857,3.172369399457712,0.45171180378129794
ablation_no_kl,67,0.8473728106755629,0.7351664254703328,0.9304029304029304,0.9591549295774648,0.777947932618683,0.955322265625,4.47213595499958,1.7999747462664957,0.6675040373228064
ablation_no_kl,68,0.8959899749373433,0.811577752553916,1.0,0.950902099970423,0.811577752553916,0.95947265625,3.0,1.611697574732219,0.7683363860794776
ablation_no_kl,69,0.7515923566878981,0.6020408163265306,0.6802935010482181,0.9605346912794398,0.8395860284605433,0.895263671875,9.219544457292887,3.676843605388517,0.32876712328767127
ablation_no_kl,70,0.910941475826972,0.8364485981308412,0.9944444444444445,0.9713160854893138,0.8403755868544601,0.974365234375,3.056797181058932,1.1732935500783557,0.8122334338916051
ablation_no_kl,71,0.9342857142857143,0.8766756032171582,0.9369627507163324,0.9858740435550324,0.9316239316239316,0.9775390625,2.23606797749979,0.9142086781843212,0.9132697311361665
ablation_no_kl,72,0.7848244620611552,0.6458527493010252,0.7310126582278481,0.9602922490470139,0.8471882640586798,0.9072265625,12.041594578792296,3.439400756450007,0.4507628294036061
ablation_no_kl,73,0.7225981055480379,0.565677966101695,1.0,0.9464612170279446,0.565677966101695,0.949951171875,6.0,2.680782931910496,0.44753086419753085
ablation_no_kl,74,0.9585964912280702,0.9204851752021563,0.9579242636746143,0.9914277268696423,0.9592696629213483,0.985595703125,2.0,0.6060802259773778,0.9580838323353292
ablation_no_kl,75,0.9368709972552608,0.8812392426850258,0.9343065693430657,0.9906989853438557,0.9394495412844037,0.983154296875,2.1062305898749027,0.8248691634777682,0.947358800950466
ablation_no_kl,76,0.9406614785992218,0.8879706152433425,0.9574257425742574,0.974400518470512,0.9244741873804971,0.97021484375,2.23606797749979,1.0532292826750684,0.9321262391260368
